2020001699254,1
815055,1
962254,1
1816907,1
2511252,1
3304983,1
3992852,1
6239107,1
6664787,1
7271311,1
7657245,1
7657528,1
7676796,1
7678462,1
7683237,1
7683916,1
7684609,1
7684616,1
7716966,1
7749728,1
7753701,1
7757648,1
7761096,1
7769399,1
7772450,1
7772498,1
7786518,1
7787829,1
7803611,1
7941368,1
7941740,1
7944420,1
7953583,1
7977633,1
7979828,1
8116598,1
8131898,1
8132062,1
8134400,1
8135223,1
8137302,1
8150882,1
8160430,1
8163653,1
8171658,1
8172808,1
2020000684602,1
2020000751885,1
2020000865926,1
2020000985587,1
2020000990604,1
2020000995913,1
2020000995944,1
2020000996675,1
2020000998587,1
2020001019700,1
2020001025084,1
2020001026760,1
2020001032907,1
2020001040612,1
2020001046966,1
2020001075256,1
2020001096039,1
2020001127269,1
2020001128075,1
2020001190652,1
2020001222018,1
2020001222698,1
2020001223008,1
2020001239825,1
2020001285303,1
2020001290109,1
2020001300587,1
2020001300754,1
2020001303649,1
2020001345656,1
2020001345717,1
2020001353491,1
2020001356805,1
2020001395545,1
2020001401703,1
2020001426867,1
2020001462421,1
2020001470105,1
2020001491728,1
2020001534784,1
2020001547869,1
2020001549467,1
2020001549689,1
2020001550388,1
2020001579600,1
2020001589098,1
2020001590438,1
2020001634903,1
2020001635474,1
2020001636570,1
2020001641642,1
2020001645022,1
2020001650927,1
2020001655304,1
2020001655328,1
2020001656844,1
2020001678686,1
2020001687800,1
2020001687824,1
2020001690596,1
2020001691067,1
2020001692033,1
2020001692484,1
2020001702916,1
2020001702961,1
2020001704958,1
2020001706112,1
2020001707256,1
2020001707539,1
2020001713004,1
2020001716326,1
2020001716548,1
2020001763405,1
2020001781485,1
2020001806331,1
2020001806386,1
2020001807826,1
2020001849437,1
2020001857159,1
