;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,80;
;A02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,53;
;A03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,10;
;A04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;34,17;
;A05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;A06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,26;
;A07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;24,24;
;A08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;22,70;
;A09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;37,87;
;A10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;36,38;
;A11;FAM;Hprt1;NTC;NT;;
;A12;FAM;Sp7;NTC;NT;;
;B01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,86;
;B02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,47;
;B03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,40;
;B04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;33,98;
;B05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;B06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,04;
;B07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;24,30;
;B08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;22,65;
;B09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;36,42;
;B10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;36,62;
;B11;FAM;Pum1;NTC;NT;;
;B12;FAM;Bmp2;NTC;NT;;
;C01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,93;
;C02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,97;
;C03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,35;
;C04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;34,64;
;C05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;38,51;
;C06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,56;
;C07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;24,55;
;C08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;22,96;
;C09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;38,29;
;C10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;36,21;
;C11;FAM;Tbp;NTC;NT;;
;D01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,93;
;D02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,21;
;D03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,27;
;D04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,71;
;D05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;D06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,52;
;D07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;24,49;
;D08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;22,85;
;D09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;37,43;
;D10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;36,82;
;D11;FAM;Il6;NTC;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,56;
;E02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,53;
;E03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,93;
;E04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,90;
;E05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;37,47;
