;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,81;
;A02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,26;
;A03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,45;
;A04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,67;
;A05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,92;
;A06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;39,13;
;A07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,62;
;A08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,20;
;A09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,89;
;A10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;A11;FAM;Hprt1;NTC;NT;;
;A12;FAM;Bmp4;NTC;NT;;
;B01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,82;
;B02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,22;
;B03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,44;
;B04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,65;
;B05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,01;
;B06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;39,22;
;B07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,72;
;B08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,20;
;B09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,65;
;B10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;B11;FAM;Pum1;NTC;NT;;
;B12;FAM;Il1-�;NTC;NT;;
;C01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,13;
;C02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,88;
;C03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,98;
;C04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,98;
;C05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,03;
;C06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;C07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,10;
;C08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,91;
;C09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,31;
;C10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;C11;FAM;Tbp;NTC;NT;;
