;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;28,93;
;A02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,39;
;A03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,08;
;A04;FAM;Il6;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;23,50;
;A05;FAM;Il8;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;37,09;
;A06;FAM;Runx2;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,22;
;A07;FAM;Sparc;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;25,16;
;A08;FAM;Spp1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;20,29;
;A09;FAM;Sp7;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;37,96;
;A10;FAM;Bmp2;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,74;
;A11;FAM;Hprt1;NTC;NT;;
;A12;FAM;Sp7;NTC;NT;;
;B01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;29,08;
;B02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,50;
;B03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,05;
;B04;FAM;Il6;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;23,58;
;B05;FAM;Il8;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;36,59;
;B06;FAM;Runx2;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,18;
;B07;FAM;Sparc;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;25,20;
;B08;FAM;Spp1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;20,35;
;B09;FAM;Sp7;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;37,93;
;B10;FAM;Bmp2;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,09;
;B11;FAM;Pum1;NTC;NT;;
;B12;FAM;Bmp2;NTC;NT;;
;C01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;29,39;
;C02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,05;
;C03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,28;
;C04;FAM;Il6;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;23,93;
;C05;FAM;Il8;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;35,47;
;C06;FAM;Runx2;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,05;
;C07;FAM;Sparc;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;26,47;
;C08;FAM;Spp1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;20,97;
;C09;FAM;Sp7;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;;
;C10;FAM;Bmp2;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,22;
;C11;FAM;Tbp;NTC;NT;;
;D01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;29,61;
;D02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,56;
;D03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,67;
;D04;FAM;Il6;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;23,91;
;D05;FAM;Il8;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;37,23;
;D06;FAM;Runx2;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;;
;D07;FAM;Sparc;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;26,48;
;D08;FAM;Spp1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;20,89;
;D09;FAM;Sp7;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;38,98;
;D10;FAM;Bmp2;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,29;
;D11;FAM;Il6;NTC;NT;;
