;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;39,04;
;A06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;A11;FAM;Hprt1;NTC;NT;;
;A12;FAM;Bmp4;NTC;NT;;
;B01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;B11;FAM;Pum1;NTC;NT;;
;B12;FAM;Il1-�;NTC;NT;;
;C01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;C02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;C03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;C04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;C05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;38,77;
;C06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;C07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;C08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;37,74;
;C09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;C10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;C11;FAM;Tbp;NTC;NT;;
;D01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;D02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;D03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;D04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;D05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;38,38;
;D06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;D07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;D08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;37,12;
;D09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;39,03;
;D10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;D11;FAM;Col3a1;NTC;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;29,26;
;E02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,96;
;E03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,65;
;E04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;28,19;
;E05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;27,73;
;E06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;E07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,07;
;E08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,94;
;E09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,29;
;E10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;E11;FAM;Col1a1;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;29,41;
;F02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,82;
;F03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,01;
;F04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;28,19;
;F05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;27,85;
;F06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;F07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,11;
;F08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,74;
;F09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,18;
;F10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;F11;FAM;Tlr3;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;30,32;
;G02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,83;
;G03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,04;
;G04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;30,27;
;G05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,49;
;G06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;G07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,42;
;G08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,35;
;G09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,94;
;G10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;G11;FAM;Ddx58/Rig-I;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;30,23;
;H02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,79;
;H03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,06;
;H04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;30,24;
;H05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,64;
;H06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;H07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,32;
;H08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,20;
;H09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,76;
;H10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;H11;FAM;Ifih-1/Mda5;NTC;NT;;
