;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,90350633;
;A02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,50299567;
;A03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,74029606;
;A04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,5861968;
;A05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;38,11561258;
;A06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,4512473;
;A07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;23,79309386;
;A08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;20,52772853;
;A09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;37,22887827;
;A10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;33,97066665;
;A11;FAM;Hprt1;NTC;NT;;
;A12;FAM;Sp7;NTC;NT;;
;B01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,82776396;
;B02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,53768133;
;B03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,78010786;
;B04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,78251661;
;B05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;39,7786594;
;B06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,33159693;
;B07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;23,72123972;
;B08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;20,44907101;
;B09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;36,5573137;
;B10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;35,05038941;
;B11;FAM;Pum1;NTC;NT;;
;B12;FAM;Bmp2;NTC;NT;;
;C01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,25607882;
;C02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,17353797;
;C03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,2025051;
;C04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,91336647;
