;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;30,13;
;A02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,31;
;A03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,76;
;A04;FAM;Col3a1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;30,20;
;A05;FAM;Col1a1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,71;
;A06;FAM;Tlr3;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,26;
;A07;FAM;Ddx58/Rig-I;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,02;
;A08;FAM;Ifih-1/Mda5;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,10;
;A09;FAM;Bmp4;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,64;
;A10;FAM;Il1-�;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;;
;A11;FAM;Hprt1;NTC;NT;;
;A12;FAM;Bmp4;NTC;NT;;
;B01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;30,04;
;B02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,61;
;B03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,78;
;B04;FAM;Col3a1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;30,31;
;B05;FAM;Col1a1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,85;
;B06;FAM;Tlr3;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,25;
;B07;FAM;Ddx58/Rig-I;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,08;
;B08;FAM;Ifih-1/Mda5;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;30,92;
;B09;FAM;Bmp4;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,51;
;B10;FAM;Il1-�;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;;
;B11;FAM;Pum1;NTC;NT;;
;B12;FAM;Il1-�;NTC;NT;;
;C01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;30,45;
;C02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,70;
;C03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,34;
;C04;FAM;Col3a1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,82;
;C05;FAM;Col1a1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;34,10;
;C06;FAM;Tlr3;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,39;
;C07;FAM;Ddx58/Rig-I;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,32;
;C08;FAM;Ifih-1/Mda5;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,88;
;C09;FAM;Bmp4;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,05;
;C10;FAM;Il1-�;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;39,59;
;C11;FAM;Tbp;NTC;NT;;
;D01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;30,38;
;D02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;34,23;
;D03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;33,20;
;D04;FAM;Col3a1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,75;
;D05;FAM;Col1a1;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;34,64;
;D06;FAM;Tlr3;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,49;
;D07;FAM;Ddx58/Rig-I;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,29;
;D08;FAM;Ifih-1/Mda5;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;31,89;
;D09;FAM;Bmp4;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;32,83;
;D10;FAM;Il1-�;Unkn;7d WT 1µM control peptide + 3µg/ml poly IC;;
;D11;FAM;Col3a1;NTC;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,36;
;E02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,07;
;E03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,34;
;E04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,86;
;E05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,70;
;E06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;E07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,72;
;E08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,99;
;E09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,02;
;E10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;E11;FAM;Col1a1;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,39;
;F02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,09;
;F03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,08;
;F04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,79;
;F05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,63;
;F06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;F07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,79;
;F08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,74;
;F09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,87;
