;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;WT young5nM CUCPT4a;29,09;
;A02;FAM;Pum1;Unkn;WT young5nM CUCPT4a;30,32;
;A03;FAM;Tbp;Unkn;WT young5nM CUCPT4a;31,36;
;A04;FAM;Il6;Unkn;WT young5nM CUCPT4a;35,27;
;A05;FAM;Il8;Unkn;WT young5nM CUCPT4a;36,16;
;A06;FAM;Runx2;Unkn;WT young5nM CUCPT4a;30,47;
;A07;FAM;Sparc;Unkn;WT young5nM CUCPT4a;22,70;
;A08;FAM;Spp1;Unkn;WT young5nM CUCPT4a;22,49;
;A09;FAM;Sp7;Unkn;WT young5nM CUCPT4a;34,40;
;A10;FAM;Bmp2;Unkn;WT young5nM CUCPT4a;33,89;
;A11;FAM;Tlr 3 Ex 5-6;Unkn;WT young5nM CUCPT4a;30,90;
;A12;FAM;Sp7;NTC;NT;;
;B01;FAM;Hprt1;Unkn;WT young5nM CUCPT4a;28,93;
;B02;FAM;Pum1;Unkn;WT young5nM CUCPT4a;30,32;
;B03;FAM;Tbp;Unkn;WT young5nM CUCPT4a;31,41;
;B04;FAM;Il6;Unkn;WT young5nM CUCPT4a;37,81;
;B05;FAM;Il8;Unkn;WT young5nM CUCPT4a;36,41;
;B06;FAM;Runx2;Unkn;WT young5nM CUCPT4a;30,27;
;B07;FAM;Sparc;Unkn;WT young5nM CUCPT4a;22,67;
;B08;FAM;Spp1;Unkn;WT young5nM CUCPT4a;22,51;
;B09;FAM;Sp7;Unkn;WT young5nM CUCPT4a;34,18;
;B10;FAM;Bmp2;Unkn;WT young5nM CUCPT4a;34,06;
;B11;FAM;Tlr 3 Ex 5-6;Unkn;WT young5nM CUCPT4a;30,97;
;B12;FAM;Bmp2;NTC;NT;;
;C01;FAM;Hprt1;Unkn;WT young 50nM CUCPT4a;29,46;
;C02;FAM;Pum1;Unkn;WT young 50nM CUCPT4a;31,44;
;C03;FAM;Tbp;Unkn;WT young 50nM CUCPT4a;32,35;
;C04;FAM;Il6;Unkn;WT young 50nM CUCPT4a;35,43;
;C05;FAM;Il8;Unkn;WT young 50nM CUCPT4a;36,02;
;C06;FAM;Runx2;Unkn;WT young 50nM CUCPT4a;31,26;
;C07;FAM;Sparc;Unkn;WT young 50nM CUCPT4a;23,80;
;C08;FAM;Spp1;Unkn;WT young 50nM CUCPT4a;22,74;
;C09;FAM;Sp7;Unkn;WT young 50nM CUCPT4a;34,67;
;C10;FAM;Bmp2;Unkn;WT young 50nM CUCPT4a;34,92;
;C11;FAM;Tlr 3 Ex 5-6;Unkn;WT young 50nM CUCPT4a;32,02;
;C12;FAM;Tlr 3 Ex 5-6;NTC;NT;;
;D01;FAM;Hprt1;Unkn;WT young 50nM CUCPT4a;29,43;
;D02;FAM;Pum1;Unkn;WT young 50nM CUCPT4a;31,61;
;D03;FAM;Tbp;Unkn;WT young 50nM CUCPT4a;32,32;
;D04;FAM;Il6;Unkn;WT young 50nM CUCPT4a;36,34;
;D05;FAM;Il8;Unkn;WT young 50nM CUCPT4a;36,24;
;D06;FAM;Runx2;Unkn;WT young 50nM CUCPT4a;31,25;
;D07;FAM;Sparc;Unkn;WT young 50nM CUCPT4a;23,89;
;D08;FAM;Spp1;Unkn;WT young 50nM CUCPT4a;22,67;
;D09;FAM;Sp7;Unkn;WT young 50nM CUCPT4a;35,28;
;D10;FAM;Bmp2;Unkn;WT young 50nM CUCPT4a;35,34;
;D11;FAM;Tlr 3 Ex 5-6;Unkn;WT young 50nM CUCPT4a;32,10;
;E01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- control;28,73;
;E02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- control;30,27;
;E03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- control;31,03;
;E04;FAM;Il6;Unkn;Leiden Tlr 3 -/- control;36,24;
;E05;FAM;Il8;Unkn;Leiden Tlr 3 -/- control;35,39;
;E06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- control;29,89;
;E07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- control;22,44;
;E08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- control;22,05;
;E09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- control;33,51;
;E10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- control;33,84;
;E11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- control;33,78;
;F01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- control;28,75;
;F02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- control;30,35;
;F03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- control;31,16;
;F04;FAM;Il6;Unkn;Leiden Tlr 3 -/- control;37,19;
;F05;FAM;Il8;Unkn;Leiden Tlr 3 -/- control;36,34;
;F06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- control;29,95;
