;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;WT young5nM CUCPT4a;29,16;
;A02;FAM;Pum1;Unkn;WT young5nM CUCPT4a;29,98;
;A03;FAM;Tbp;Unkn;WT young5nM CUCPT4a;30,89;
;A04;FAM;Col3a1;Unkn;WT young5nM CUCPT4a;27,22;
;A05;FAM;Col1a1;Unkn;WT young5nM CUCPT4a;25,79;
;A06;FAM;Tlr3 Ex 3-4;Unkn;WT young5nM CUCPT4a;29,71;
;A07;FAM;Ddx58/Rig-I;Unkn;WT young5nM CUCPT4a;30,60;
;A08;FAM;Ifih-1/Mda5;Unkn;WT young5nM CUCPT4a;31,24;
;A09;FAM;Bmp4;Unkn;WT young5nM CUCPT4a;28,57;
;A10;FAM;Il1-�;Unkn;WT young5nM CUCPT4a;;
;A11;FAM;Tlr 3 Ex 4-5;Unkn;WT young5nM CUCPT4a;30,76;
;A12;FAM;Bmp4;NTC;NT;;
;B01;FAM;Hprt1;Unkn;WT young5nM CUCPT4a;29,20;
;B02;FAM;Pum1;Unkn;WT young5nM CUCPT4a;30,08;
;B03;FAM;Tbp;Unkn;WT young5nM CUCPT4a;31,20;
;B04;FAM;Col3a1;Unkn;WT young5nM CUCPT4a;27,29;
;B05;FAM;Col1a1;Unkn;WT young5nM CUCPT4a;25,86;
;B06;FAM;Tlr3 Ex 3-4;Unkn;WT young5nM CUCPT4a;29,94;
;B07;FAM;Ddx58/Rig-I;Unkn;WT young5nM CUCPT4a;30,52;
;B08;FAM;Ifih-1/Mda5;Unkn;WT young5nM CUCPT4a;31,21;
;B09;FAM;Bmp4;Unkn;WT young5nM CUCPT4a;28,39;
;B10;FAM;Il1-�;Unkn;WT young5nM CUCPT4a;;
;B11;FAM;Tlr 3 Ex 4-5;Unkn;WT young5nM CUCPT4a;30,73;
;B12;FAM;Il1-�;NTC;NT;;
;C01;FAM;Hprt1;Unkn;WT young 50nM CUCPT4a;29,22;
;C02;FAM;Pum1;Unkn;WT young 50nM CUCPT4a;30,35;
;C03;FAM;Tbp;Unkn;WT young 50nM CUCPT4a;31,53;
;C04;FAM;Col3a1;Unkn;WT young 50nM CUCPT4a;27,68;
;C05;FAM;Col1a1;Unkn;WT young 50nM CUCPT4a;26,56;
;C06;FAM;Tlr3 Ex 3-4;Unkn;WT young 50nM CUCPT4a;29,83;
;C07;FAM;Ddx58/Rig-I;Unkn;WT young 50nM CUCPT4a;30,42;
;C08;FAM;Ifih-1/Mda5;Unkn;WT young 50nM CUCPT4a;31,08;
;C09;FAM;Bmp4;Unkn;WT young 50nM CUCPT4a;28,67;
;C10;FAM;Il1-�;Unkn;WT young 50nM CUCPT4a;;
;C11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 50nM CUCPT4a;30,71;
;C12;FAM;Tlr 3 Ex 4-5;NTC;NT;;
;D01;FAM;Hprt1;Unkn;WT young 50nM CUCPT4a;29,25;
;D02;FAM;Pum1;Unkn;WT young 50nM CUCPT4a;30,37;
;D03;FAM;Tbp;Unkn;WT young 50nM CUCPT4a;31,24;
;D04;FAM;Col3a1;Unkn;WT young 50nM CUCPT4a;27,81;
;D05;FAM;Col1a1;Unkn;WT young 50nM CUCPT4a;26,39;
;D06;FAM;Tlr3 Ex 3-4;Unkn;WT young 50nM CUCPT4a;29,79;
;D07;FAM;Ddx58/Rig-I;Unkn;WT young 50nM CUCPT4a;30,40;
;D08;FAM;Ifih-1/Mda5;Unkn;WT young 50nM CUCPT4a;30,82;
;D09;FAM;Bmp4;Unkn;WT young 50nM CUCPT4a;28,54;
;D10;FAM;Il1-�;Unkn;WT young 50nM CUCPT4a;;
;D11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 50nM CUCPT4a;30,76;
;E01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- control;29,68;
;E02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- control;31,66;
;E03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- control;31,82;
;E04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- control;28,11;
;E05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- control;27,43;
;E06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- control;;
;E07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- control;30,22;
;E08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- control;30,46;
;E09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- control;29,62;
;E10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- control;;
;E11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- control;;
;F01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- control;29,83;
;F02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- control;31,62;
;F03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- control;32,02;
;F04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- control;28,25;
;F05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- control;27,54;
;F06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- control;;
;F07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- control;30,46;
;F08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- control;30,60;
;F09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- control;29,83;
;F10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- control;;
;F11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- control;;
;G01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;29,06;
;G02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,86;
;G03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,46;
;G04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;29,60;
;G05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;29,31;
;G06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;;
;G07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;30,99;
;G08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,14;
;G09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;30,46;
;G10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;;
;G11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;;
;H01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;29,18;
;H02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;32,02;
;H03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,58;
;H04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;29,58;
;H05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;29,33;
;H06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;;
;H07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,05;
;H08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,23;
;H09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;30,49;
;H10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;;
;H11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;;
