;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;30,27;
;A02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;35,43;
;A03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;34,41;
;A04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;33,94;
;A05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;33,11;
;A06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;;
;A07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;33,37;
;A08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;32,81;
;A09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;33,26;
;A10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;;
;A11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;;
;A12;FAM;Hprt1;NTC;NT;;
;B01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;30,21;
;B02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;35,70;
;B03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;34,04;
;B04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;33,50;
;B05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;33,14;
;B06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;;
;B07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;33,56;
;B08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;32,61;
;B09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;33,34;
;B10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;;
;B11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 5 µg/ml polyIC;;
;B12;FAM;Pum1;NTC;NT;;
;C01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- control;29,40;
;C02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- control;31,24;
;C03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- control;31,72;
;C04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- control;28,53;
;C05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- control;27,27;
;C06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- control;;
;C07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- control;31,30;
;C08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- control;31,53;
