;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;WT young5nM CUCPT4a;29,11254041;
;A02;FAM;Pum1;Unkn;WT young5nM CUCPT4a;30,44711097;
;A03;FAM;Tbp;Unkn;WT young5nM CUCPT4a;31,05877552;
;A04;FAM;Col3a1;Unkn;WT young5nM CUCPT4a;28,27788277;
;A05;FAM;Col1a1;Unkn;WT young5nM CUCPT4a;27,8901857;
;A06;FAM;Tlr3;Unkn;WT young5nM CUCPT4a;29,50800951;
;A07;FAM;Ddx58/Rig-I;Unkn;WT young5nM CUCPT4a;29,55431646;
;A08;FAM;Ifih-1/Mda5;Unkn;WT young5nM CUCPT4a;29,77821375;
;A09;FAM;Bmp4;Unkn;WT young5nM CUCPT4a;29,20752963;
;A10;FAM;Il1-�;Unkn;WT young5nM CUCPT4a;;
;A11;FAM;Tlr 3 Ex 4-5;Unkn;WT young5nM CUCPT4a;30,41358544;
;A12;FAM;Sp7;NTC;NT;;
;B01;FAM;Hprt1;Unkn;WT young5nM CUCPT4a;29,12807223;
;B02;FAM;Pum1;Unkn;WT young5nM CUCPT4a;30,60572609;
;B03;FAM;Tbp;Unkn;WT young5nM CUCPT4a;31,21381815;
;B04;FAM;Col3a1;Unkn;WT young5nM CUCPT4a;28,23358961;
;B05;FAM;Col1a1;Unkn;WT young5nM CUCPT4a;28,02651092;
;B06;FAM;Tlr3;Unkn;WT young5nM CUCPT4a;29,58371143;
;B07;FAM;Ddx58/Rig-I;Unkn;WT young5nM CUCPT4a;29,54426863;
;B08;FAM;Ifih-1/Mda5;Unkn;WT young5nM CUCPT4a;29,91102716;
;B09;FAM;Bmp4;Unkn;WT young5nM CUCPT4a;29,1592646;
;B10;FAM;Il1-�;Unkn;WT young5nM CUCPT4a;;
;B11;FAM;Tlr 3 Ex 4-5;Unkn;WT young5nM CUCPT4a;30,42353987;
;B12;FAM;Bmp2;NTC;NT;;
;C01;FAM;Hprt1;Unkn;WT young 50nM CUCPT4a;28,96849891;
;C02;FAM;Pum1;Unkn;WT young 50nM CUCPT4a;30,67528444;
;C03;FAM;Tbp;Unkn;WT young 50nM CUCPT4a;31,32555889;
;C04;FAM;Col3a1;Unkn;WT young 50nM CUCPT4a;28,4524068;
;C05;FAM;Col1a1;Unkn;WT young 50nM CUCPT4a;28,0357392;
;C06;FAM;Tlr3;Unkn;WT young 50nM CUCPT4a;29,48010001;
;C07;FAM;Ddx58/Rig-I;Unkn;WT young 50nM CUCPT4a;29,48973449;
;C08;FAM;Ifih-1/Mda5;Unkn;WT young 50nM CUCPT4a;29,55283005;
;C09;FAM;Bmp4;Unkn;WT young 50nM CUCPT4a;29,23801068;
;C10;FAM;Il1-�;Unkn;WT young 50nM CUCPT4a;;
;C11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 50nM CUCPT4a;30,37851264;
;C12;FAM;Tlr 3 Ex 4-5;NTC;NT;;
;D01;FAM;Hprt1;Unkn;WT young 50nM CUCPT4a;28,93301014;
;D02;FAM;Pum1;Unkn;WT young 50nM CUCPT4a;30,49835928;
;D03;FAM;Tbp;Unkn;WT young 50nM CUCPT4a;31,15996508;
;D04;FAM;Col3a1;Unkn;WT young 50nM CUCPT4a;28,39706767;
;D05;FAM;Col1a1;Unkn;WT young 50nM CUCPT4a;27,8996216;
;D06;FAM;Tlr3;Unkn;WT young 50nM CUCPT4a;29,50133786;
;D07;FAM;Ddx58/Rig-I;Unkn;WT young 50nM CUCPT4a;29,3723811;
;D08;FAM;Ifih-1/Mda5;Unkn;WT young 50nM CUCPT4a;29,47398176;
;D09;FAM;Bmp4;Unkn;WT young 50nM CUCPT4a;29,25597596;
;D10;FAM;Il1-�;Unkn;WT young 50nM CUCPT4a;;
;D11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 50nM CUCPT4a;30,27377451;
;E01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- control;28,77917579;
;E02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- control;30,63735273;
;E03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- control;31,09465636;
;E04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- control;28,61154092;
;E05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- control;27,92261684;
;E06;FAM;Tlr3;Unkn;Leiden Tlr 3 -/- control;;
;E07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- control;29,16593457;
;E08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- control;29,29177988;
;E09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- control;29,38389595;
;E10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- control;;
;E11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- control;;
