;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;WT young control;28,44;
;A02;FAM;Pum1;Unkn;WT young control;30,05;
;A03;FAM;Tbp;Unkn;WT young control;30,93;
;A04;FAM;Il6;Unkn;WT young control;36,07;
;A05;FAM;Il8;Unkn;WT young control;36,11;
;A06;FAM;Runx2;Unkn;WT young control;30,28;
;A07;FAM;Sparc;Unkn;WT young control;22,54;
;A08;FAM;Spp1;Unkn;WT young control;20,37;
;A09;FAM;Sp7;Unkn;WT young control;35,42;
;A10;FAM;Bmp2;Unkn;WT young control;32,99;
;A11;FAM;Tlr 3 Ex 5-6;Unkn;WT young control;30,67;
;B01;FAM;Hprt1;Unkn;WT young control;28,42;
;B02;FAM;Pum1;Unkn;WT young control;30,08;
;B03;FAM;Tbp;Unkn;WT young control;30,89;
;B04;FAM;Il6;Unkn;WT young control;35,43;
;B05;FAM;Il8;Unkn;WT young control;;
;B06;FAM;Runx2;Unkn;WT young control;30,11;
;B07;FAM;Sparc;Unkn;WT young control;22,57;
;B08;FAM;Spp1;Unkn;WT young control;20,27;
;B09;FAM;Sp7;Unkn;WT young control;35,11;
;B10;FAM;Bmp2;Unkn;WT young control;33,16;
;B11;FAM;Tlr 3 Ex 5-6;Unkn;WT young control;30,64;
;C01;FAM;Hprt1;Unkn;WT young 2.5 µg/ml polyIC;29,25;
;C02;FAM;Pum1;Unkn;WT young 2.5 µg/ml polyIC;35,47;
;C03;FAM;Tbp;Unkn;WT young 2.5 µg/ml polyIC;33,81;
;C04;FAM;Il6;Unkn;WT young 2.5 µg/ml polyIC;24,06;
;C05;FAM;Il8;Unkn;WT young 2.5 µg/ml polyIC;36,58;
;C06;FAM;Runx2;Unkn;WT young 2.5 µg/ml polyIC;33,88;
;C07;FAM;Sparc;Unkn;WT young 2.5 µg/ml polyIC;29,49;
;C08;FAM;Spp1;Unkn;WT young 2.5 µg/ml polyIC;21,76;
;C09;FAM;Sp7;Unkn;WT young 2.5 µg/ml polyIC;;
;C10;FAM;Bmp2;Unkn;WT young 2.5 µg/ml polyIC;37,38;
;C11;FAM;Tlr 3 Ex 5-6;Unkn;WT young 2.5 µg/ml polyIC;38,03;
;D01;FAM;Hprt1;Unkn;WT young 2.5 µg/ml polyIC;29,26;
;D02;FAM;Pum1;Unkn;WT young 2.5 µg/ml polyIC;36,09;
;D03;FAM;Tbp;Unkn;WT young 2.5 µg/ml polyIC;33,50;
;D04;FAM;Il6;Unkn;WT young 2.5 µg/ml polyIC;23,14;
;D05;FAM;Il8;Unkn;WT young 2.5 µg/ml polyIC;36,82;
;D06;FAM;Runx2;Unkn;WT young 2.5 µg/ml polyIC;33,28;
;D07;FAM;Sparc;Unkn;WT young 2.5 µg/ml polyIC;29,54;
;D08;FAM;Spp1;Unkn;WT young 2.5 µg/ml polyIC;21,80;
;D09;FAM;Sp7;Unkn;WT young 2.5 µg/ml polyIC;;
;D10;FAM;Bmp2;Unkn;WT young 2.5 µg/ml polyIC;38,00;
;D11;FAM;Tlr 3 Ex 5-6;Unkn;WT young 2.5 µg/ml polyIC;36,06;
;E01;FAM;Hprt1;Unkn;WT young 5 µg/ml polyIC;31,05;
;E02;FAM;Pum1;Unkn;WT young 5 µg/ml polyIC;37,89;
;E03;FAM;Tbp;Unkn;WT young 5 µg/ml polyIC;35,84;
;E04;FAM;Il6;Unkn;WT young 5 µg/ml polyIC;24,29;
;E05;FAM;Il8;Unkn;WT young 5 µg/ml polyIC;;
;E06;FAM;Runx2;Unkn;WT young 5 µg/ml polyIC;35,11;
;E07;FAM;Sparc;Unkn;WT young 5 µg/ml polyIC;31,78;
;E08;FAM;Spp1;Unkn;WT young 5 µg/ml polyIC;23,24;
;E09;FAM;Sp7;Unkn;WT young 5 µg/ml polyIC;;
;E10;FAM;Bmp2;Unkn;WT young 5 µg/ml polyIC;39,34;
;E11;FAM;Tlr 3 Ex 5-6;Unkn;WT young 5 µg/ml polyIC;37,86;
;F01;FAM;Hprt1;Unkn;WT young 5 µg/ml polyIC;31,14;
;F02;FAM;Pum1;Unkn;WT young 5 µg/ml polyIC;37,06;
;F03;FAM;Tbp;Unkn;WT young 5 µg/ml polyIC;35,98;
;F04;FAM;Il6;Unkn;WT young 5 µg/ml polyIC;24,36;
;F05;FAM;Il8;Unkn;WT young 5 µg/ml polyIC;;
;F06;FAM;Runx2;Unkn;WT young 5 µg/ml polyIC;35,11;
