;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;WT young control;28,57;
;A02;FAM;Pum1;Unkn;WT young control;30,29;
;A03;FAM;Tbp;Unkn;WT young control;31,08;
;A04;FAM;Col3a1;Unkn;WT young control;27,78;
;A05;FAM;Col1a1;Unkn;WT young control;26,53;
;A06;FAM;Tlr3 Ex 3-4;Unkn;WT young control;30,10;
;A07;FAM;Ddx58/Rig-I;Unkn;WT young control;30,45;
;A08;FAM;Ifih-1/Mda5;Unkn;WT young control;31,17;
;A09;FAM;Bmp4;Unkn;WT young control;28,40;
;A10;FAM;Il1-�;Unkn;WT young control;;
;A11;FAM;Tlr 3 Ex 4-5;Unkn;WT young control;31,30;
;B01;FAM;Hprt1;Unkn;WT young control;28,67;
;B02;FAM;Pum1;Unkn;WT young control;30,24;
;B03;FAM;Tbp;Unkn;WT young control;31,08;
;B04;FAM;Col3a1;Unkn;WT young control;27,73;
;B05;FAM;Col1a1;Unkn;WT young control;26,55;
;B06;FAM;Tlr3 Ex 3-4;Unkn;WT young control;30,02;
;B07;FAM;Ddx58/Rig-I;Unkn;WT young control;30,59;
;B08;FAM;Ifih-1/Mda5;Unkn;WT young control;31,15;
;B09;FAM;Bmp4;Unkn;WT young control;28,54;
;B10;FAM;Il1-�;Unkn;WT young control;;
;B11;FAM;Tlr 3 Ex 4-5;Unkn;WT young control;30,95;
;C01;FAM;Hprt1;Unkn;WT young 2.5 µg/ml polyIC;29,56;
;C02;FAM;Pum1;Unkn;WT young 2.5 µg/ml polyIC;35,85;
;C03;FAM;Tbp;Unkn;WT young 2.5 µg/ml polyIC;33,96;
;C04;FAM;Col3a1;Unkn;WT young 2.5 µg/ml polyIC;34,28;
;C05;FAM;Col1a1;Unkn;WT young 2.5 µg/ml polyIC;36,36;
;C06;FAM;Tlr3 Ex 3-4;Unkn;WT young 2.5 µg/ml polyIC;34,03;
;C07;FAM;Ddx58/Rig-I;Unkn;WT young 2.5 µg/ml polyIC;35,78;
;C08;FAM;Ifih-1/Mda5;Unkn;WT young 2.5 µg/ml polyIC;34,99;
;C09;FAM;Bmp4;Unkn;WT young 2.5 µg/ml polyIC;33,55;
;C10;FAM;Il1-�;Unkn;WT young 2.5 µg/ml polyIC;;
;C11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 2.5 µg/ml polyIC;36,14;
;D01;FAM;Hprt1;Unkn;WT young 2.5 µg/ml polyIC;29,42;
