;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;FAM;Hprt1;Unkn;WT young control;30,11966348;
;A02;FAM;Pum1;Unkn;WT young control;31,8582708;
;A03;FAM;Tbp;Unkn;WT young control;32,55978722;
;A04;FAM;Col3a1;Unkn;WT young control;29,9130688;
;A05;FAM;Col1a1;Unkn;WT young control;28,66175958;
;A06;FAM;Tlr3 Ex 3-4;Unkn;WT young control;31,13438415;
;A07;FAM;Ddx58/Rig-I;Unkn;WT young control;32,09630938;
;A08;FAM;Ifih-1/Mda5;Unkn;WT young control;32,47924958;
;A09;FAM;Bmp4;Unkn;WT young control;30,40227451;
;A10;FAM;Il1-�;Unkn;WT young control;;
;A11;FAM;Tlr 3 Ex 4-5;Unkn;WT young control;32,06228318;
;B01;FAM;Hprt1;Unkn;WT young control;30,11716551;
;B02;FAM;Pum1;Unkn;WT young control;31,86003148;
;B03;FAM;Tbp;Unkn;WT young control;32,33297116;
;B04;FAM;Col3a1;Unkn;WT young control;29,76175179;
;B05;FAM;Col1a1;Unkn;WT young control;28,80694206;
;B06;FAM;Tlr3 Ex 3-4;Unkn;WT young control;31,06958245;
;B07;FAM;Ddx58/Rig-I;Unkn;WT young control;32,37394855;
;B08;FAM;Ifih-1/Mda5;Unkn;WT young control;32,5304581;
;B09;FAM;Bmp4;Unkn;WT young control;30,31466929;
;B10;FAM;Il1-�;Unkn;WT young control;;
;B11;FAM;Tlr 3 Ex 4-5;Unkn;WT young control;32,1440856;
;C01;FAM;Hprt1;Unkn;WT young 2.5 µg/ml polyIC;29,73696936;
;C02;FAM;Pum1;Unkn;WT young 2.5 µg/ml polyIC;33,07623643;
;C03;FAM;Tbp;Unkn;WT young 2.5 µg/ml polyIC;33,20376336;
;C04;FAM;Col3a1;Unkn;WT young 2.5 µg/ml polyIC;30,22261117;
;C05;FAM;Col1a1;Unkn;WT young 2.5 µg/ml polyIC;33,5254176;
;C06;FAM;Tlr3 Ex 3-4;Unkn;WT young 2.5 µg/ml polyIC;31,14469816;
;C07;FAM;Ddx58/Rig-I;Unkn;WT young 2.5 µg/ml polyIC;31,19875027;
;C08;FAM;Ifih-1/Mda5;Unkn;WT young 2.5 µg/ml polyIC;31,01000753;
;C09;FAM;Bmp4;Unkn;WT young 2.5 µg/ml polyIC;31,28802379;
;C10;FAM;Il1-�;Unkn;WT young 2.5 µg/ml polyIC;;
;C11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 2.5 µg/ml polyIC;32,26866847;
;D01;FAM;Hprt1;Unkn;WT young 2.5 µg/ml polyIC;29,85029542;
;D02;FAM;Pum1;Unkn;WT young 2.5 µg/ml polyIC;33,06876712;
;D03;FAM;Tbp;Unkn;WT young 2.5 µg/ml polyIC;33,22476157;
;D04;FAM;Col3a1;Unkn;WT young 2.5 µg/ml polyIC;30,06638277;
;D05;FAM;Col1a1;Unkn;WT young 2.5 µg/ml polyIC;33,81835714;
;D06;FAM;Tlr3 Ex 3-4;Unkn;WT young 2.5 µg/ml polyIC;31,07862031;
;D07;FAM;Ddx58/Rig-I;Unkn;WT young 2.5 µg/ml polyIC;31,1080973;
;D08;FAM;Ifih-1/Mda5;Unkn;WT young 2.5 µg/ml polyIC;30,88859943;
;D09;FAM;Bmp4;Unkn;WT young 2.5 µg/ml polyIC;31,48516329;
;D10;FAM;Il1-�;Unkn;WT young 2.5 µg/ml polyIC;;
;D11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 2.5 µg/ml polyIC;32,42458033;
;E01;FAM;Hprt1;Unkn;WT young 5 µg/ml polyIC;30,9790871;
;E02;FAM;Pum1;Unkn;WT young 5 µg/ml polyIC;36,33075003;
;E03;FAM;Tbp;Unkn;WT young 5 µg/ml polyIC;34,88820351;
;E04;FAM;Col3a1;Unkn;WT young 5 µg/ml polyIC;33,89302621;
;E05;FAM;Col1a1;Unkn;WT young 5 µg/ml polyIC;36,47047417;
;E06;FAM;Tlr3 Ex 3-4;Unkn;WT young 5 µg/ml polyIC;33,31578507;
;E07;FAM;Ddx58/Rig-I;Unkn;WT young 5 µg/ml polyIC;33,65515524;
;E08;FAM;Ifih-1/Mda5;Unkn;WT young 5 µg/ml polyIC;33,08695294;
;E09;FAM;Bmp4;Unkn;WT young 5 µg/ml polyIC;32,98239368;
;E10;FAM;Il1-�;Unkn;WT young 5 µg/ml polyIC;;
;E11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 5 µg/ml polyIC;35,20191566;
;F01;FAM;Hprt1;Unkn;WT young 5 µg/ml polyIC;30,96411465;
;F02;FAM;Pum1;Unkn;WT young 5 µg/ml polyIC;36,55630828;
;F03;FAM;Tbp;Unkn;WT young 5 µg/ml polyIC;34,62527636;
;F04;FAM;Col3a1;Unkn;WT young 5 µg/ml polyIC;33,66833797;
;F05;FAM;Col1a1;Unkn;WT young 5 µg/ml polyIC;36,12965472;
;F06;FAM;Tlr3 Ex 3-4;Unkn;WT young 5 µg/ml polyIC;33,54106832;
;F07;FAM;Ddx58/Rig-I;Unkn;WT young 5 µg/ml polyIC;33,74001907;
;F08;FAM;Ifih-1/Mda5;Unkn;WT young 5 µg/ml polyIC;33,04441284;
;F09;FAM;Bmp4;Unkn;WT young 5 µg/ml polyIC;33,00331108;
;F10;FAM;Il1-�;Unkn;WT young 5 µg/ml polyIC;;
;F11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 5 µg/ml polyIC;35,24730629;
;G01;FAM;Hprt1;Unkn;WT young control;30,13572503;
;G02;FAM;Pum1;Unkn;WT young control;31,35115646;
;G03;FAM;Tbp;Unkn;WT young control;31,99664733;
;G04;FAM;Col3a1;Unkn;WT young control;28,5279978;
;G05;FAM;Col1a1;Unkn;WT young control;27,79482554;
;G06;FAM;Tlr3 Ex 3-4;Unkn;WT young control;30,6391501;
;G07;FAM;Ddx58/Rig-I;Unkn;WT young control;31,2158416;
;G08;FAM;Ifih-1/Mda5;Unkn;WT young control;32,06633032;
;G09;FAM;Bmp4;Unkn;WT young control;29,93946368;
;G10;FAM;Il1-�;Unkn;WT young control;;
;G11;FAM;Tlr 3 Ex 4-5;Unkn;WT young control;32,05826857;
;H01;FAM;Hprt1;Unkn;WT young control;30,1229303;
;H02;FAM;Pum1;Unkn;WT young control;31,38722456;
;H03;FAM;Tbp;Unkn;WT young control;32,27970149;
;H04;FAM;Col3a1;Unkn;WT young control;28,62304626;
;H05;FAM;Col1a1;Unkn;WT young control;27,90929924;
;H06;FAM;Tlr3 Ex 3-4;Unkn;WT young control;30,75654137;
;H07;FAM;Ddx58/Rig-I;Unkn;WT young control;31,47718361;
;H08;FAM;Ifih-1/Mda5;Unkn;WT young control;32,01155083;
;H09;FAM;Bmp4;Unkn;WT young control;30,04158598;
;H10;FAM;Il1-�;Unkn;WT young control;;
;H11;FAM;Tlr 3 Ex 4-5;Unkn;WT young control;32,06578607;
;;;;;;;
